Site,Rating,Review Title,Review Date,Review Paragraph
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or80-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Visited 3 times in two weeks - did not disappoint. Vegan options!,30 May 2019,"We were recommended this hotel from a G adventures  tour, and we were not disappointed. We tried a number of dishes, mostly Indian, and I'd advise you stick to these when visiting. On our last visit we opted for the veggie burger, but it was..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or80-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,4.0,Very clean,18 May 2019,"Great restaurant, food was yummy but a little pricey.
Decor is beautiful and very clean.
Staff are fabulous."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or80-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Great place,17 May 2019,This is a great place to visit with your family and friends.  The food is delicious and service is excellent.  Totally 10 on 10.
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or80-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,4.0,Very good Indian dinner,4 May 2019,"Probably for turists, but they offer a good variety of Indian dishes originally revised plus some Chinese food. All the dishes we tried were very good, I had tandoor nasi chicken, chef selection, very good. They serve alcohol."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or80-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Very delicious food and good choice of various drinks,2 May 2019,"This Reustaurant seems to be supported by many Travel Oranizations, including Trip Advisor. There are always many people waitingn for the table and/or chair. The atmospher inside is amazing and the food delicious!"
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or80-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,A must in Delhi,2 May 2019,"Seek out this great social enterprise restaurant set up to offer internships for young adults from the streets who have been assisted by NGO's across Delhi. 
Great set up, excellent food and service"
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or80-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Amazing!!!,28 April 2019,"We were there last evening for dinner and from the first second we got there we fell in love with the place.
 unique concept and design great food and service.
The best restorant we been in india!!!"
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or80-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Fantastic food and excellent cause!,23 April 2019,"In my short stay in Delhi, I visited this restaurant twice!
The staff are fantastic, very attentive and always happy and bubbly when serving. This is such a fantastic cause to support.
And of course, the food was extremely delicious!"
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or80-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Great food for a good cause,21 April 2019,"Not the easiest place to find but, once we'd arrived, the welcome and the food that followed was superb. Really can't fault anything - food all high standard, well presented and very reasonable. Nice staff. If you want good food that supports a social cause,..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or90-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Inspirational place!,17 April 2019,The food and the service here is amazing. After 2 weeks in India the meal I had here was the best by far! Keep doing what you do! You are incredible! A little piece of hope for the young people of Delhi
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or90-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,"Such a beautiful experience and food, for such a great cause",16 April 2019,"My mum and I went to this restaurant twice during our 2 separate stays in Delhi, precisely because we loved it so much! We found the food very reasonably priced, super tasty, and the staff totally wonderful. They offer such a variety of food to..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or90-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Great food on best price,16 April 2019,"Recently I got chance to visit Kitchen with cause restaurant in Karol Bagh . as I am frequent traveler to Karol Bagh food places for last many years I must say KWC is just brilliant. The ambiance, staff, location and certainly the food which really..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or90-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,4.0,"Good food, great for groups",15 April 2019,"Reasonably priced, flavourful well prepared food. Appeared to be quite popular with tourists. Service was good. Our server was quite busy, seemed like he may have had too many tables, and meals were quite slow coming to the table but otherwise no complaints."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or90-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,1.0,No ingredients ,11 April 2019,"Had to Order 3 times to get something that they had ingredients for, disappointing service, in the end I got a pizza, the smallest pizza I’ve ever seen"
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or90-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Fantastic food for a fantastic cause,10 April 2019,This restaurant was by far my favorite food place I visited within India because of the initiative it supports. KWAC educates young people and provides them with 6 month internship to teach them the skills and knowledge to be able to work in the hospitality...
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or90-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Outstanding food and great atmosphere ,9 April 2019,"I ate here a couple of times during my trip to Delhi. I was drawn here initially based upon a recommendation and I was not disappointed. As a vegetarian, I was spoilt for choice and every dish I had was cooked perfectly and presented well...."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or90-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Great food and amazing cause,9 April 2019,"KWAC provides internships for young people from a care background, and helps them get in to the hospitality industry. The cause alone is worth a visit (the tasty food and drink is a massive bonus!).
I ate and drank here multiple times on my trip..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or90-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,"Wow, this is a must do!",6 April 2019,"Went here for dinner today.
The food is absolutely brilliant.
Tasty, expertly cooked.
I had a tandoori dish. Make sure you finish with an excellent chai tea.
Probably the best Indian food I have ever had (and I’ve had a lot!).
The staff were wonderful..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or90-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Delicious food with a fantastic cause.,6 April 2019,"I ate here multiple times on my solo trip to India. The staff are fantastic and the food is delicious. I definitely recommend checking out this place on your trip. 

One must remember when eating at this resturant, that they’re not only feeding themselves but..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or100-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Twice in three days,5 April 2019,"Came across this place on TA so decided to give it a go because the name fascinated me. Firstly the cause is great, helping young adults transitioning from a life in care to the job market is a critical missing piece of a lot of..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or100-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Nice restaurante,4 April 2019,"This was actually the first restaurant we went to India and it didn’t disappoint. It’s clean and very touristic.
The food was really good ! I would visit again"
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or100-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,perfect,26 March 2019,"Came here with a tour group and was extremely happy with all aspects of this restaurant. The food was delicious, staff were lovely and the interior was nice, also definitely is a kitchen with a great cause."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or100-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Amazing food and initiative ,25 March 2019,The food & service at Kitchen with a Cause was superb. One of the best meals we have had on our two weeks of travel in India. They have a varied menu to choose from. We would definitely visit here again.
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or100-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Great food and initiative,24 March 2019,What's better than a restaurant that serves delicious food and have a good cause at the same time? This restaurant trains young people from the streets and help them getting into hospitality service. People that wouldn't otherwise have any chance of getting a good life...
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or100-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Great food amazing cause,24 March 2019,"Kitchen with a cause is a restaurant serving you delicious food made and served by peoples attending their hospitality training program. There’s really no reason not to come here. If you’re in Delhi, just go. This is great"
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or100-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Great place to eat and enjoy!,22 March 2019,"The food was outstanding, with a great atmosphere and good service (even though we were a big group). I love the idea behind the restaurant and how it can change some peoples' life."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or100-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Great!,22 March 2019,"Amazing food, amazing staff, amazing cause. Lovely to eat at a place that is helping the kids. Food was great. Highly recommend"
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or100-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Excellent!,22 March 2019,Kitchen With a Cause is such an excellent organization. They train kids in hospitality to help get them off the street and be successful in both India and internationally. The service and the food were both great!! Will visit again if ever in India again!!
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or100-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Very ncie,19 March 2019,This place has some great food like all the other places in teh city. Such great food and would highly return for another meal
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or110-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,4.0,Great cause,16 March 2019,We ate here as a destination after learning about this restaurant.   They train former street kids in the hospitality industry and help them find employment after they complete the training.  That was a good enough reason for us to eat here.  We were here mid...
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or110-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Great little place,14 March 2019,"Great little restaurant next to a shopping street. The food is tasty and the service excellent.
The place have a social philosophy, helping the street children to a better future - love it!"
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or110-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Don’t miss out on this place ,7 March 2019,We had an excellent meal here. The sauces are thick and beautifully spiced and the breads were needed for making sure none of that sauce was left behind. They have a great selection of drinks too. The staff are warm and welcoming.
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or110-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Great Food Great Service Great Cause. ,25 February 2019,Visited this restaurant with a group of friends recently so a varied order was placed. All choices were excellent with no complaints would highly recommend this restaurant for quality of food and service not to mention the great work they do for the local community....
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or110-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Incredible!,23 February 2019,"Visited here recently for 2 nights in a row (it was that good!). The food here was amazing, the cause even better! Visited with family and we had different things each night, everything was great! The staff and the atmostphere were awsome!"
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or110-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,"Good, we’ll priced food with a great story to tell",19 February 2019,Visited with friends recently.  We all had the non veg tandoori platter which was delicious and if i’m honest a bit too much for one person.  For a couple I would recommend one of these and a less filling veg dish.  Very happy with our...
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or110-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,1.0,Didn’t eat here the place is not keen on solo travellers taking up room,14 February 2019,As an mature single traveller looking for good food experience I was surprised when the waiter told me there was no space in the place.....despite it being three quarters empty. A shame I am unable to review their food....maybe when they re-work their seating area......good...
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or110-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Wonderful restaurant with a feel good edge,13 February 2019,What’s not to love! Great food- welcoming staff- good vibe and this restaurant changes lives! We loved this place and came back several times.
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or110-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,"Lovely food, pleasant staff, great cause",12 February 2019,We were staying nearby in Karol Bagh and wanted a quick dinner on our first evening. We saw the reviews on Trip Advisor and decided to try it out. We liked it so much we came back the next evening to try more of the...
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or110-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Highly recommend,12 February 2019,"This was one of the first place we ate at in India - Easily the best. 
The food is delicious, cocktails are great, hospitality outstanding and the restaurant is well decorated. 
You should definitely eat here if you're in Delhi!"
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or120-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Great place,11 February 2019,"Really good food and service, also serving alcohol and meet dishes. Great to know that they also help develop some less fortunate people"
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or120-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,Great food with a greater cause,7 February 2019,A restaurant with great food and A refreshingly new consept that helps less fortunate youth develope skill sets in the hospitality industry and set their footing towards a better future . Don't miss the Naiza chicken and the Dhungari dal makhani.They also have great deals...
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or120-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,4.0,Nice modern restaurant supporting locals,7 February 2019,"This is an easy restaurant as it is focused on westerners so it feels “easy”. 

Idea is they train up homeless people in a trade in the hospitality industry.

Food was good, a bit expensive but not silly and it’s s good cause . I..."
https://www.tripadvisor.in/Restaurant_Review-g304551-d13388460-Reviews-or120-Kitchen_With_A_Cause-New_Delhi_National_Capital_Territory_of_Delhi.html,5.0,"Great food, staff & cause",5 February 2019,"Visited this place after reading reviews on Trip Advisor & was not dissapointed. Staff very attentive, food delicious & the atmosphere was great. Fantastic cause & would highly recommend a visit 🥗"
